tconst,primaryTitle,startYear,genres,averageRating,numVotes
tt10344522,four good days,2020,Drama,6.6,15760
tt9058654,dinner in america,2020,"Comedy,Drama,Music",7.5,15755
tt26394837,code 3,2025,"Action,Comedy,Drama",7.2,15742
tt3991412,the 9th life of louis drax,2016,"Drama,Mystery,Thriller",6.3,15737
tt3622110,dont knock twice,2016,"Drama,Fantasy,Horror",5.1,15735
tt5225338,the eyes of my mother,2016,"Drama,Horror,Thriller",6.2,15723
tt22036406,kanguva,2024,"Action,Adventure,Fantasy",4.5,15723
tt4501268,maharaj,2024,"Biography,Crime,Drama",6.5,15696
tt8521718,the united states vs billie holiday,2021,"Biography,Drama,Music",6.3,15679
tt19704638,our father,2022,"Crime,Documentary",6.6,15653
tt10930586,shikara,2020,"Drama,History,Romance",3.4,15650
tt30319503,dìdi,2024,"Comedy,Drama",7.3,15646
tt11364772,kabzaa,2023,"Action,Crime,Thriller",4.6,15643
tt6372694,prisoners of the ghostland,2021,"Fantasy,Horror,Thriller",4.2,15638
tt11044858,nocturne,2020,"Drama,Horror,Music",5.7,15624
tt32332404,keeper,2025,Horror,5.5,15620
tt2582500,shut in,2016,"Drama,Horror,Mystery",4.8,15617
tt6920356,the souvenir,2019,"Drama,Romance",6.4,15599
tt7689964,rbg,2018,"Biography,Documentary",7.6,15584
tt8963708,and then we danced,2019,"Drama,Romance",7.6,15581
tt2372251,down a dark hall,2018,"Drama,Fantasy,Horror",5.1,15579
tt7615302,red joan,2018,"Biography,Drama,History",6.4,15577
tt15218000,fire island,2022,"Comedy,Romance",6.7,15576
tt3562110,kesari chapter 2 the untold story of jallianwala bagh,2025,"Drama,History",8.0,15568
tt5301942,jersey,2022,"Drama,Sport",7.3,15563
tt10404944,the stronghold,2020,"Action,Crime,Drama",6.9,15563
tt2093991,elvis  nixon,2016,"Comedy,History",6.3,15561
tt3714720,the hollars,2016,"Comedy,Drama,Romance",6.6,15535
tt8045906,words on bathroom walls,2020,"Drama,Romance",7.2,15534
tt14002046,bheeshma parvam,2022,"Action,Crime,Drama",7.5,15531
tt2296777,sherlock gnomes,2018,"Adventure,Animation,Comedy",5.3,15516
tt7464188,in fabric,2018,"Comedy,Drama,Fantasy",6.1,15500
tt6610158,rust creek,2018,"Action,Crime,Drama",5.9,15497
tt9500372,pocket hercules naim süleymanoglu,2019,"Biography,Drama,History",8.2,15477
tt6173990,gold,2018,"Drama,History,Sport",7.3,15472
tt6803212,dont let go,2019,"Drama,Horror,Mystery",6.4,15452
tt2032572,uss indianapolis men of courage,2016,"Action,Drama,History",5.3,15446
tt8908002,luka chuppi,2019,"Comedy,Romance",6.4,15444
tt5164184,in darkness,2018,"Mystery,Thriller",5.8,15427
tt14030816,baghead,2023,"Horror,Mystery,Thriller",5.4,15427
tt4936450,graduation,2016,"Crime,Drama",7.3,15416
tt27930683,agni,2024,"Action,Drama",7.1,15414
tt13022984,khuda haafiz chapter 2  agni pariksha,2022,"Action,Crime,Drama",7.4,15390
tt4600952,guardians,2017,"Action,Adventure,Comedy",4.1,15388
tt5071886,kabali,2016,"Action,Crime,Drama",6.1,15383
tt11281220,intoxicated by love,2024,"Drama,History,Romance",7.0,15372
tt5270948,chappaquiddick,2017,"Biography,Drama,History",6.4,15372
tt27812086,cleaner,2025,"Action,Drama,Thriller",5.2,15370
tt4120176,things to come,2016,Drama,6.9,15358
tt8907992,the girl on the train,2021,"Crime,Drama,Mystery",4.0,15346
tt4731148,attraction,2017,"Action,Drama,Romance",5.6,15340
tt7745068,my hero academia two heroes,2018,"Action,Adventure,Animation",7.3,15314
tt32434379,my fault london,2025,"Drama,Romance",6.2,15309
tt9541602,extreme job,2019,"Action,Comedy,Crime",7.1,15307
tt0783640,the last full measure,2019,"Drama,War",6.8,15297
tt9898858,coffee  kareem,2020,"Action,Comedy,Crime",5.2,15286
tt7957694,the last summer,2019,"Comedy,Romance",5.6,15277
tt31567422,night always comes,2025,"Crime,Drama,Thriller",5.9,15277
tt4876134,the misfits,2021,"Action,Adventure,Comedy",4.5,15270
tt27419292,killer heat,2024,"Crime,Drama,Mystery",5.6,15268
tt5952594,the mustang,2019,Drama,6.8,15265
tt5254610,final score,2018,"Action,Adventure,Drama",5.8,15262
tt9779516,i still believe,2020,"Biography,Drama,Music",6.5,15260
tt34276058,the family plan 2,2025,"Action,Comedy,Family",5.6,15258
tt5159414,escape room,2017,"Horror,Thriller",4.2,15249
tt6237612,accident man,2018,"Action,Adventure,Comedy",6.2,15246
tt9731682,crisis,2021,"Drama,Thriller",6.2,15237
tt8002382,the marsh kings daughter,2023,"Crime,Drama,Mystery",5.9,15233
tt14456350,about fate,2022,"Comedy,Romance",6.4,15209
tt7378922,summer of soul or when the revolution could not be televised,2021,"Documentary,History,Music",8.0,15201
tt8739752,the collini case,2019,"Crime,Drama,Thriller",7.3,15193
tt9738784,persian lessons,2020,"Drama,War",7.4,15185
tt7589524,aniara,2018,"Drama,Sci-Fi",6.3,15183
tt6588966,hichki,2018,"Comedy,Drama",7.5,15180
tt9860566,brothers,2024,"Action,Comedy,Crime",5.4,15172
tt7725626,viswasam,2019,"Action,Drama",7.1,15145
tt15838850,the roundup,2022,"Action,Crime,Thriller",7.0,15144
tt11199410,the princess switch switched again,2020,"Comedy,Drama,Family",5.5,15142
tt14217100,ferry,2021,"Action,Crime,Drama",7.0,15136
tt15463032,love in the villa,2022,"Comedy,Romance",5.5,15132
tt5539054,you get me,2017,"Crime,Drama,Mystery",4.7,15117
tt10919240,malik,2021,"Action,Biography,Crime",8.0,15112
tt13097336,the lady of heaven,2021,"Action,Drama,History",5.7,15090
tt8231668,good on paper,2021,"Comedy,Romance",5.6,15084
tt13087796,im your man,2021,"Comedy,Drama,Romance",7.1,15082
tt10714856,feel the beat,2020,"Comedy,Drama,Family",6.3,15077
tt4814290,te3n,2016,"Crime,Drama,Mystery",7.2,15075
tt13070038,after ever happy,2022,"Drama,Romance",4.8,15039
tt5867800,aruvi,2016,Drama,8.3,15036
tt14454876,golda,2023,"Biography,Drama,History",6.0,15034
tt5729348,memoir of a murderer,2017,"Action,Crime,Mystery",7.2,15022
tt7461686,daddio,2023,Drama,6.6,14989
tt28717622,bomb,2025,"Comedy,Drama",6.2,14978
tt8959820,petta,2019,"Action,Drama",7.2,14976
tt7074886,the front runner,2018,"Biography,Drama,History",6.1,14949
tt11681250,godmothered,2020,"Comedy,Drama,Family",6.1,14941
tt10384744,heroic losers,2019,"Adventure,Comedy,Crime",7.2,14928
tt13045890,paper lives,2021,Drama,6.6,14926
tt3216348,incarnate,2016,"Horror,Thriller",5.3,14920
tt8106160,the american meme,2018,Documentary,6.1,14904
tt6206564,trapped,2016,"Drama,Thriller",7.5,14901
tt20201748,greedy people,2024,"Comedy,Crime,Thriller",6.2,14888
tt15516726,selfiee,2023,"Action,Comedy,Drama",5.7,14879
tt7125774,balloon,2018,"Drama,History,Thriller",7.5,14871
tt27051027,love li,2024,"Drama,Romance",6.5,14840
tt2226162,hunter hunter,2020,"Drama,Horror,Mystery",6.4,14839
tt5085924,wildling,2018,"Drama,Fantasy,Horror",5.5,14837
tt15340724,20th century girl,2022,"Drama,Romance",7.4,14836
tt14900738,meet cute,2022,"Comedy,Drama,Fantasy",5.7,14823
tt5340300,lean on pete,2017,"Adventure,Drama,Sport",7.1,14817
tt7601480,major grom plague doctor,2021,"Action,Comedy,Crime",6.3,14809
tt4720702,bushwick,2017,"Action,Thriller",5.2,14797
tt5181830,wendell  wild,2022,"Adventure,Animation,Comedy",6.4,14794
tt27197387,aka,2023,"Action,Crime,Thriller",6.6,14794
tt34915705,tourist family,2025,"Comedy,Drama",8.2,14790
tt7042862,the man who killed hitler and then the bigfoot,2018,"Adventure,Drama,Sci-Fi",5.7,14787
tt13249596,father of the bride,2022,"Comedy,Drama,Romance",5.9,14781
tt4061620,firebird,2021,"Biography,Drama,Romance",7.1,14780
tt36642456,haq,2025,Drama,7.9,14780
tt4859168,then came you,2018,"Comedy,Drama,Romance",6.9,14774
tt5222918,the other side of hope,2017,"Comedy,Drama",7.2,14762
tt8883486,medieval,2022,"Action,Drama,History",5.9,14736
tt5690810,ophelia,2018,"Drama,Romance,Thriller",6.5,14731
tt13978306,brazen,2022,"Crime,Drama,Mystery",4.2,14724
tt6367558,double lover,2017,"Drama,Romance,Thriller",6.2,14717
tt6277440,the bride of badrinath,2017,"Comedy,Drama,Romance",6.1,14717
tt24509990,the hatchet wielding hitchhiker,2023,"Crime,Documentary",6.2,14708
tt19811010,the remarkable life of ibelin,2024,"Animation,Biography,Documentary",8.1,14699
tt11893274,downfall the case against boeing,2022,Documentary,7.4,14660
tt5592878,errementari,2017,"Fantasy,Horror",6.4,14655
tt1718924,a family man,2016,Drama,6.5,14638
tt14145426,beavis and butthead do the universe,2022,"Animation,Comedy,Sci-Fi",7.0,14633
tt6722802,marlowe,2022,"Crime,Drama,Mystery",5.4,14631
tt4558376,downhill,2020,"Comedy,Drama",4.9,14631
tt4065552,the unknown soldier,2017,"Drama,War",7.7,14630
tt9005184,dual,2022,"Comedy,Drama,Sci-Fi",5.8,14624
tt6892400,the girl in the fog,2017,"Crime,Drama,Mystery",6.8,14615
tt3100274,manhattan night,2016,"Crime,Drama,Mystery",6.2,14615
tt6288694,acts of vengeance,2017,"Action,Drama,Thriller",5.7,14612
tt14160834,rustin,2023,"Biography,Drama,History",6.5,14600
tt11687104,alice darling,2022,"Drama,Mystery,Romance",5.6,14578
tt4486986,all i see is you,2016,"Drama,Mystery",5.4,14561
tt23790740,srikanth,2024,"Biography,Drama",7.4,14549
tt14859416,burning days,2022,"Drama,Thriller",7.4,14547
tt12335692,last man down,2021,"Action,Sci-Fi",3.5,14540
tt26744289,infested,2023,Horror,6.2,14532
tt16252698,passages,2023,"Drama,Romance",6.6,14522
tt30852970,lover stalker killer,2024,"Crime,Documentary",7.0,14510
tt9308382,the high note,2020,"Drama,Music,Romance",6.4,14509
tt31998881,oh what fun,2025,Comedy,5.3,14503
tt5709188,axl,2018,"Action,Adventure,Drama",5.3,14471
tt7608534,christmas inheritance,2017,"Comedy,Drama,Romance",5.7,14470
tt5420210,the comeback trail,2020,"Comedy,Crime",5.7,14465
tt23036080,thank you for coming,2023,Comedy,4.2,14454
tt4844140,true history of the kelly gang,2019,"Action,Biography,Crime",6.0,14452
tt29114029,the tearsmith,2024,"Drama,Fantasy,Romance",5.2,14447
tt8160834,follow me,2020,"Adventure,Horror,Mystery",5.5,14430
tt8456098,karakomik filmler 2 arada,2019,"Comedy,Drama",6.4,14429
tt21983758,the teacher,2022,"Crime,Drama,Thriller",6.3,14428
tt3896738,hounds of love,2016,"Crime,Drama,Thriller",6.5,14414
tt4560008,this beautiful fantastic,2016,"Comedy,Drama,Romance",6.9,14412
tt31969600,thudarum,2025,"Action,Drama",7.5,14406
tt2531318,the beatles eight days a week  the touring years,2016,"Documentary,History,Music",7.8,14397
tt7736478,the traitor,2019,"Biography,Crime,Drama",7.1,14393
tt5598102,faces places,2017,"Adventure,Documentary",7.8,14386
tt4799064,mindhorn,2016,"Action,Adventure,Comedy",6.3,14380
tt13655120,iss,2023,"Sci-Fi,Thriller",5.3,14377
tt10308928,force of nature,2020,"Action,Adventure,Crime",4.6,14376
tt11225626,am i ok,2022,"Comedy,Drama,Romance",6.1,14355
tt7897330,deadly illusions,2021,"Crime,Drama,Mystery",3.8,14347
tt5616294,spinning man,2018,"Drama,Mystery,Thriller",5.7,14345
tt4562518,the distinguished citizen,2016,"Comedy,Drama",7.5,14298
tt27155038,ruby gillman teenage kraken,2023,"Action,Adventure,Animation",5.7,14274
tt5941692,miss bala,2019,"Action,Crime,Drama",5.8,14270
tt4824308,gods not dead 2,2016,Drama,4.4,14262
tt10808832,let them all talk,2020,"Comedy,Drama",6.1,14261
tt1785635,the vault,2017,"Crime,Horror,Mystery",4.9,14252
tt6169694,i think were alone now,2018,"Drama,Mystery,Sci-Fi",5.8,14250
tt18376122,pamela a love story,2023,"Biography,Documentary",7.2,14243
tt2989524,carrie pilby,2016,"Comedy,Drama",6.7,14238
tt17592606,daman,2022,"Adventure,Drama",8.5,14235
tt9244554,last looks,2021,"Action,Comedy,Crime",5.8,14224
tt8430598,shirley,2020,"Biography,Drama,Mystery",6.1,14221
tt5290524,quo vado,2016,Comedy,6.7,14218
tt26915336,mars express,2023,"Action,Animation,Mystery",7.5,14217
tt19883634,the old oak,2023,Drama,7.1,14216
tt9124428,champion,2018,"Biography,Drama,Romance",8.2,14207
tt22170036,captain miller,2024,"Action,Adventure,Drama",7.1,14199
tt10706602,collective,2019,"Crime,Documentary",8.1,14193
tt7291268,gaga five foot two,2017,"Documentary,Music",7.0,14178
tt30783769,kaam chalu hai,2024,Drama,7.0,14178
tt24852126,jingle bell heist,2025,"Comedy,Crime,Romance",5.8,14159
tt6506264,the colony,2021,"Action,Adventure,Sci-Fi",5.4,14149
tt2016303,the bricklayer,2023,"Action,Thriller",5.2,14137
tt3208026,black 47,2018,"Action,Drama,History",6.8,14110
tt7178640,superintelligence,2020,"Action,Comedy,Romance",5.5,14109
tt13061914,locked down,2021,"Comedy,Crime,Romance",5.3,14109
tt5294966,after the storm,2016,"Comedy,Drama",7.4,14103
tt3661394,the one and only ivan,2020,"Adventure,Comedy,Drama",6.6,14102
tt10340562,etharkkum thunindhavan,2022,"Action,Crime,Drama",6.4,14099
tt6020800,gold,2022,"Action,Adventure,Drama",5.4,14081
tt10333912,gulabo sitabo,2020,"Comedy,Drama",6.3,14067
tt5221894,the other me,2016,"Crime,Drama,Mystery",7.9,14061
tt19858164,little bone lodge,2023,"Crime,Mystery,Thriller",6.0,14039
tt33247023,splitsville,2025,Comedy,6.4,14015
tt8652818,violet evergarden the movie,2020,"Animation,Drama,Fantasy",8.3,14006
tt22173666,azrael,2024,"Action,Horror",5.3,14001
tt8439854,lust stories,2018,"Drama,Romance",6.3,13998
tt13236566,operation christmas drop,2020,"Comedy,Family,Romance",5.9,13997
tt23475174,sarfira,2024,Drama,7.0,13994
tt15289240,the curse of bridge hollow,2022,"Adventure,Comedy,Family",5.6,13988
tt6684714,acts of violence,2018,"Action,Crime,Thriller",5.3,13980
tt13923456,mafia mamma,2023,"Action,Comedy,Crime",5.4,13968
tt10505918,l2 empuraan,2025,"Action,Crime,Thriller",6.2,13952
tt14145436,pet sematary bloodlines,2023,"Fantasy,Horror",4.6,13921
tt14056466,yudhra,2024,"Action,Drama,Thriller",4.9,13918
tt6902696,gloria bell,2018,"Comedy,Drama,Music",6.3,13905
tt6704776,the photographer of mauthausen,2018,"Biography,Drama,History",6.8,13899
tt32765621,sipahi,2024,Drama,7.2,13895
tt11951276,the other zoey,2023,"Comedy,Drama,Romance",5.9,13889
tt19861162,the return,2024,"Adventure,Drama,History",6.3,13885
tt18079362,80 for brady,2023,"Comedy,Drama,Sport",5.9,13876
tt32323252,christy,2025,"Biography,Drama,History",6.4,13868
tt27056066,sky force,2025,"Action,Drama,Thriller",6.8,13858
tt6386748,birds of passage,2018,"Crime,Drama",7.5,13858
tt26160190,unlocked,2023,"Crime,Drama,Mystery",6.4,13857
tt2112096,absolutely fabulous the movie,2016,"Comedy,Crime",5.4,13852
tt5213534,oasis supersonic,2016,"Biography,Documentary,Music",7.8,13846
tt23804696,hit the 3rd case,2025,"Action,Crime,Thriller",6.9,13826
tt5275828,lo and behold reveries of the connected world,2016,Documentary,7.0,13822
tt4714568,the young offenders,2016,"Adventure,Comedy,Crime",7.1,13821
tt21991654,sympathy for the devil,2023,"Action,Thriller",5.5,13816
tt19862722,find me falling,2024,"Comedy,Music,Romance",6.3,13810
tt13880104,happening,2021,Drama,7.4,13780
tt9098938,sharmaji namkeen,2022,"Comedy,Drama,Family",7.4,13774
tt4769824,in this corner of the world,2016,"Animation,Drama,History",7.8,13772
tt8195518,cuck,2019,"Crime,Drama,Thriller",4.4,13769
tt4129428,jagga jasoos,2017,"Adventure,Comedy,Musical",6.4,13751
tt20048582,canary black,2024,"Action,Drama,Thriller",5.4,13751
tt5842616,veere di wedding,2018,Comedy,3.4,13751
tt6201292,bairavaa,2017,Action,5.8,13728
tt9617456,for sama,2019,"Biography,Documentary,War",8.5,13726
tt11540726,resurrection,2022,"Crime,Drama,Horror",5.9,13720
tt6643972,triple threat,2019,"Action,Thriller",5.6,13703
tt14502344,theythem,2022,"Drama,Horror,Mystery",4.0,13699
tt26233598,raayan,2024,"Action,Crime,Drama",6.5,13685
tt28184712,parking,2023,"Drama,Thriller",7.8,13678
tt5979872,bleach,2018,"Action,Adventure,Fantasy",6.3,13671
tt26596953,forgotten love,2023,"Drama,Romance",7.5,13670
tt30321133,will  harper,2024,Documentary,7.4,13651
tt8296030,you wont be alone,2022,"Drama,Fantasy,Horror",6.4,13639
tt3859980,mohenjo daro,2016,"Action,Adventure,Drama",5.6,13636
tt6842770,wild mountain thyme,2020,"Comedy,Drama,Romance",5.8,13635
tt7869070,the fanatic,2019,"Crime,Drama,Mystery",4.1,13627
tt6428676,wonder park,2019,"Adventure,Animation,Comedy",5.9,13601
tt10954718,dog man,2025,"Action,Adventure,Animation",6.3,13600
tt7063210,the place,2017,"Drama,Mystery,Thriller",7.0,13588
tt4602066,the catcher was a spy,2018,"Biography,Drama,War",6.3,13581
tt33039440,the wrong paris,2025,"Comedy,Drama,Romance",6.1,13580
tt8108200,sonchiriya,2019,"Action,Crime,Drama",7.9,13540
tt6317656,penguin bloom,2020,"Biography,Drama,Family",6.8,13526
tt10451852,nine days,2020,"Drama,Fantasy",6.8,13524
tt32086077,all we imagine as light,2024,"Drama,Romance",7.1,13522
tt4059702,amerigeddon,2016,"Action,Adventure,Drama",3.8,13489
tt31495504,the tank,2025,"Action,Drama,Thriller",6.5,13489
tt11278476,rescued by ruby,2022,"Biography,Drama,Family",7.2,13486
tt6442978,mommy dead and dearest,2017,"Crime,Documentary",7.3,13483
tt7256866,father of the year,2018,Comedy,5.2,13478
tt12547822,run rabbit run,2023,"Drama,Horror,Mystery",5.0,13477
tt6210996,10x10,2018,"Drama,Mystery,Thriller",5.2,13460
tt11284280,cadaver,2020,"Drama,Horror,Thriller",5.2,13448
tt3859272,tragedy girls,2017,"Comedy,Crime,Horror",6.0,13447
tt1667321,on chesil beach,2017,"Drama,Music,Romance",6.3,13425
tt29722855,badland hunters,2024,"Action,Adventure,Crime",6.0,13424
tt6508228,ghosts of war,2020,"Fantasy,Horror,Thriller",5.6,13405
tt11905462,athlete a,2020,"Crime,Documentary,Sport",7.6,13405
tt11210390,asterix  obelix the middle kingdom,2023,"Adventure,Comedy,Family",5.1,13385
tt7076834,satans slaves,2017,"Drama,Horror,Mystery",6.5,13384
tt26903104,saripodhaa sanivaaram,2024,"Action,Crime,Drama",7.1,13381
tt28182736,puppy love,2023,"Comedy,Romance",6.3,13374
tt3771536,shivaay,2016,"Action,Crime,Drama",6.1,13371
tt4180560,otherhood,2019,Comedy,6.1,13370
tt7991508,finestkind,2023,"Crime,Drama,Thriller",6.1,13366
tt16233952,something from tiffanys,2022,"Comedy,Family,Romance",6.2,13357
tt8299768,blow the man down,2019,"Comedy,Crime,Drama",6.4,13353
tt4944596,may god save us,2016,"Crime,Drama,Thriller",7.1,13347
tt27540217,good bad ugly,2025,"Action,Crime,Drama",5.3,13344
tt6972140,blackmail,2018,"Comedy,Drama,Thriller",7.2,13340
tt16437278,the strays,2023,"Drama,Mystery,Thriller",4.9,13340
tt7978758,apollo 10½ a space age childhood,2022,"Adventure,Animation,Drama",7.2,13334
tt21874760,the coffee table,2022,"Comedy,Drama,Horror",6.7,13323
tt8258502,foe,2023,"Drama,Romance,Sci-Fi",5.4,13314
tt18083578,57 seconds,2023,"Sci-Fi,Thriller",5.4,13302
tt10888708,the sleepover,2020,"Action,Adventure,Comedy",5.7,13290
tt5699154,cest la vie,2017,"Comedy,Drama,Romance",6.9,13288
tt8737152,toma,2021,"Biography,Drama,Music",8.6,13286
tt5751998,small town crime,2017,"Action,Crime,Drama",6.6,13265
tt27145269,mr monks last case a monk movie,2023,"Comedy,Crime,Mystery",6.7,13246
tt22086334,dream girl 2,2023,"Comedy,Drama,Romance",5.2,13229
tt1806913,golmaal again,2017,"Action,Comedy,Fantasy",5.0,13229
tt9877170,malang,2020,"Action,Crime,Drama",6.5,13218
tt8869978,batla house,2019,"Action,Crime,Drama",7.2,13209
tt28802657,de de pyaar de 2,2025,"Comedy,Romance",6.4,13209
tt20194882,lonely planet,2024,"Drama,Romance",5.7,13206
tt29929565,opus,2025,"Drama,Music,Thriller",5.7,13200
tt6445414,the coldest game,2019,"History,Sport,Thriller",6.2,13197
tt3859310,how to talk to girls at parties,2017,"Comedy,Music,Romance",5.7,13191
tt15342244,master gardener,2022,"Drama,Mystery,Thriller",6.1,13186
tt32223398,jaat,2025,"Action,Crime,Drama",6.0,13177
tt10023022,clean,2021,"Action,Crime,Drama",5.6,13171
tt31181421,ihostage,2025,"Crime,Drama,Thriller",5.7,13169
tt8058874,we summon the darkness,2019,"Drama,Horror,Music",5.2,13167
tt5207158,south wind,2018,"Crime,Drama,Thriller",7.8,13162
tt5690142,mom,2017,"Crime,Drama,Thriller",7.2,13148
tt10698174,wolf,2021,"Drama,Mystery,Thriller",5.1,13132
tt7058080,angel of mine,2019,"Drama,Mystery,Thriller",6.4,13107
tt11240348,the exorcism,2024,"Horror,Thriller",4.2,13100
tt9794630,the vanished,2020,"Action,Crime,Thriller",5.7,13095
tt21103300,my big fat greek wedding 3,2023,"Comedy,Drama,Romance",5.2,13093
tt4771896,the fury of a patient man,2016,"Crime,Drama,Thriller",6.7,13077
tt10199640,beanpole,2019,"Drama,War",7.2,13076
tt7476116,sink or swim,2018,"Comedy,Drama,Sport",6.9,13067
tt12137964,anything for jackson,2020,"Horror,Mystery",6.3,13066
tt10661848,jagame thandhiram,2021,"Action,Crime,Drama",5.8,13059
tt28490044,evil does not exist,2023,Drama,7.0,13049
tt22743064,yaariyan 2,2023,"Comedy,Drama,Musical",5.0,13040
tt7026488,come true,2020,"Horror,Sci-Fi",5.9,13028
tt6290798,ufo,2018,"Drama,Mystery,Sci-Fi",6.2,13024
tt2935390,the snare,2017,"Horror,Mystery,Thriller",5.5,13022
tt4867110,swiped,2018,"Comedy,Romance",2.8,13019
tt4158876,other people,2016,"Comedy,Drama",6.8,13018
tt14557188,soft  quiet,2022,"Horror,Thriller",6.2,13016
tt24429218,genie,2023,"Comedy,Fantasy",5.9,13010
tt7917178,caveat,2020,"Horror,Mystery,Thriller",5.9,13003
tt23330554,winniethepooh blood and honey 2,2024,"Horror,Mystery,Thriller",4.6,13002
tt4193394,indignation,2016,"Drama,Romance",6.7,12997
tt13795296,thank god,2022,Comedy,5.6,12995
tt33549478,the map that leads to you,2025,"Drama,Romance",6.2,12992
tt20859464,the artifice girl,2022,"Mystery,Sci-Fi,Thriller",6.6,12986
tt8193790,deerskin,2019,"Comedy,Horror",6.6,12979
tt30007864,the american society of magical negroes,2024,"Comedy,Fantasy",3.8,12972
tt3053228,day of the dead bloodline,2017,"Action,Drama,Horror",3.5,12968
tt5884234,first kill,2017,"Action,Thriller",5.0,12967
tt6537238,salyut7 the true story of the soviet apollo 13,2017,"Adventure,Drama,History",7.2,12961
tt1273221,london fields,2018,"Crime,Mystery,Thriller",3.9,12960
tt21106646,the next 365 days,2022,"Drama,Romance",2.9,12950
tt8269248,vakeel saab,2021,"Action,Drama,Thriller",6.9,12934
tt2404465,troop zero,2019,"Comedy,Drama,Family",6.9,12930
tt5310090,irudhi suttru,2016,"Drama,Sport",7.6,12929
tt8709036,a christmas prince the royal wedding,2018,"Comedy,Drama,Romance",5.3,12926
tt7209472,aiyai wrathful soul,2020,"Mystery,Thriller",4.1,12925
tt1552211,the last days of american crime,2020,"Action,Crime,Drama",3.8,12921
tt13984924,fauci,2021,"Biography,Documentary,History",6.5,12916
tt6793580,champions,2018,"Comedy,Drama,Family",7.2,12910
tt9738716,the world to come,2020,"Drama,History,Western",6.4,12897
tt28254460,sly,2023,"Biography,Documentary",7.0,12893
tt6087226,coma,2019,"Action,Adventure,Mystery",6.3,12866
tt3322892,xx,2017,Horror,4.6,12847
tt14833464,players,2024,"Comedy,Romance",5.7,12840
tt6843812,baaghi 2,2018,"Action,Crime,Drama",4.7,12837
tt6760876,wasp network,2019,"Crime,Drama,Thriller",5.9,12834
tt10709484,don,2022,"Comedy,Romance",6.8,12833
tt30216176,lady ballers,2023,"Comedy,Sport",5.7,12833
tt1918734,2067,2020,"Mystery,Sci-Fi",4.9,12822
tt3082898,kickboxer vengeance,2016,"Action,Crime,Drama",4.9,12821
tt19887550,good grief,2023,"Comedy,Drama,Romance",6.4,12811
tt1291566,the vanishing of sidney hall,2017,"Drama,Mystery,Romance",6.8,12810
tt15944428,ghoomer,2023,"Drama,Sport",7.5,12807
tt12415546,attack on titan chronicle,2020,"Action,Adventure,Animation",8.4,12804
tt18257464,polite society,2023,"Action,Comedy",6.6,12803
tt16953666,the night of the 12th,2022,"Crime,Drama,Mystery",7.0,12799
tt7638344,dhadak,2018,"Drama,Romance",4.7,12798
tt13694628,nitram,2021,"Crime,Drama,Thriller",7.1,12795
tt33053440,champagne problems,2025,"Comedy,Romance",6.0,12788
tt2160105,i still see you,2018,"Fantasy,Horror,Mystery",5.8,12788
tt6473066,clouds,2020,"Biography,Drama,Music",7.5,12788
tt15680228,bheed,2023,"Drama,History",6.6,12786
tt7758160,goodachari,2018,"Action,Thriller",7.8,12782
tt10895556,rashmi rocket,2021,"Drama,Sport",7.1,12782
tt15364972,sanctuary,2022,"Drama,Romance,Thriller",6.2,12780
tt1648186,fishermans friends,2019,"Comedy,Drama,Music",7.0,12780
tt13429362,in the earth,2021,"Drama,Horror,Mystery",5.1,12768
tt8001346,asterix the secret of the magic potion,2018,"Adventure,Animation,Comedy",6.7,12750
tt11656220,midnight in the switchgrass,2021,"Crime,Mystery,Thriller",4.6,12747
tt14813212,the munsters,2022,"Comedy,Family,Fantasy",4.5,12739
tt13206926,joji,2021,"Crime,Drama",7.7,12735
tt14060232,infinite storm,2022,"Drama,Thriller",5.3,12732
tt15242330,the first slam dunk,2022,"Animation,Comedy,Drama",8.0,12729
tt6675244,transit,2018,"Drama,Sci-Fi",6.9,12725
tt6003368,diary of a wimpy kid the long haul,2017,"Adventure,Comedy,Family",4.3,12718
tt1723808,reagan,2024,"Biography,Drama,History",6.2,12716
tt6143568,the humanity bureau,2017,"Action,Sci-Fi,Thriller",4.5,12711
tt2436682,the duel,2016,"Drama,Western",5.8,12710
tt9207700,made in italy,2020,"Comedy,Drama,Romance",6.0,12696
tt3839880,infinity chamber,2016,"Sci-Fi,Thriller",6.2,12694
tt8399288,memoria,2021,"Drama,Mystery,Sci-Fi",6.4,12692
tt12592252,songbird,2020,"Drama,Sci-Fi,Thriller",4.8,12687
tt36376123,ajey the untold story of a yogi,2025,"Biography,Drama",5.7,12685
tt6495770,action point,2018,Comedy,5.2,12677
tt1544608,voice from the stone,2017,"Drama,Mystery,Thriller",5.2,12674
tt3038708,iron sky the coming race,2019,"Action,Adventure,Comedy",5.0,12674
tt10644708,dhokha,2022,"Crime,Drama,Thriller",6.2,12668
tt5539052,the polka king,2017,"Biography,Comedy,Drama",6.0,12664
tt27986457,she rides shotgun,2025,"Action,Drama,Thriller",6.5,12649
tt13989030,the royal treatment,2022,"Comedy,Family,Romance",5.3,12648
tt5456546,judwaa 2,2017,"Action,Comedy,Romance",3.7,12641
tt21979910,the passenger,2023,"Drama,Thriller",6.4,12634
tt10993566,miami bici,2020,"Comedy,Crime",6.1,12632
tt5752192,meander,2020,"Drama,Horror,Mystery",5.4,12619
tt7220754,heavy trip,2018,"Comedy,Music",7.0,12617
tt31747163,what jennifer did,2024,"Crime,Documentary",6.1,12613
